Serial,Type,Reference,Question,Option_ক,Option_খ,Option_গ,Option_ঘ,Answer_Label,Answer_Text,Explanation
৬৪,সাধারণ,,প্রথম ভগ্নাংশের বিপরীত ভগ্নাংশ নিচের কোনটি?,,,,,গ,,
৬৫,সাধারণ,,ভগ্নাংশ দুটির যোগফল কোন ধরনের ভগ্নাংশ?,প্রকৃত,অপ্রকৃত,মিশ্র,দশমিক,খ,অপ্রকৃত,
৬৬,সাধারণ,,মায়ের নিকট প্রাপ্ত স্বর্ণের পরিমাণকে অপ্রকৃত ভগ্নাংশে প্রকাশ করলে কী হয়?,,,,,খ,,
৬৭,সাধারণ,,আমিনা তার মা ও ভাইয়ের কাছ থেকে মোট কত গ্রাম স্বর্ণ পেল?,,,,,গ,,
৬৮,সাধারণ,,বাবার কাছ থেকে কত গ্রাম স্বর্ণ পেলে ৩০০ গ্রাম স্বর্ণ হবে?,,,,,ক,,
৬৯,সাধারণ,,রহমান সাহেব তার সম্পত্তির মোট কত অংশ দান করলেন?,,,,,ঘ,,
৭০,সাধারণ,,তাঁর অবশিষ্ট সম্পত্তি কত অংশ?,,,,,ক,,
৭১,সাধারণ,,তাঁর মোট সম্পত্তির মূল্য কত টাকা?,৭০.০০০,"৭৫,০০০","৮০,০০০","৮৫,০০০",গ,"৮০,০০০",
৭২,সাধারণ,,ও কে সমহর বিশিষ্ট ভগ্নাংশে প্রকাশ করলে কি হবে?,",",",",",",",",গ,",",
৭৩,সাধারণ,,২+ ১= কত?,৫,৩,৩,৩,গ,৩,
৭৪,সাধারণ,,একটি ভগ্নাংশের লব ৪ ও হর ৩২ হলে ভগ্নাংশটি নিচের কোনটি?,,,,,ঘ,,
৭৫,সাধারণ,,১২কে অপ্রকৃত ভগ্নাংশে প্রকাশ করলে কী হবে?,,,,,ঘ,,
৭৬,সাধারণ,,", , ও এই ভগ্নাংশগুলোকে মানের ঊর্ধ্বক্রম অনুসারে সাজালে কোনটি সঠিক?",> > >,< < <,> > >,< < <,ঘ,< < <,
৭৭,সাধারণ,,নিচের কোনটি অপ্রকৃত ভগ্নাংশ?,,,,,গ,,
৭৮,সাধারণ,,২ + = কত?,,,,,খ,,
৭৯,সাধারণ,,ও এর বিপরীত ভগ্নাংশের যোগফল কত?,৫,৫,৫,৫,ক,৫,
৮০,সাধারণ,,রাসেল তার ৫০পৃষ্ঠা বাড়ির কাজের ২০পৃষ্ঠা সম্পন্ন করেছে। তার আর কত পৃষ্ঠা বাড়ির কাজ বাকি রইল?,২৯,২৯,২৯,৩০,গ,২৯,
৮১,উদ্দীপকভিত্তিক,,", ও ভগ্নাংশের ক্ষেত্রে: ১ম ও ২য় ভগ্নাংশ সমতুল ১ম ও ২য় ভগ্নাংশের যোগফল তৃতীয় ভগ্নাংশ অপেক্ষা ছোট ৩য় ভগ্নাংশটি একটি প্রকৃত ভগ্নাংশ নিচের কোনটি সঠিক?",i ও ii,i ও iii,ii ও iii,"i, ii ও iii",ক,i ও ii,
৮২,উদ্দীপকভিত্তিক,,", ও ভগ্নাংশগুলোর- সমহর রূপ , ও হরগুলির ল.সা.গু. ১৪ ১ম ভগ্নাংশ + দ্বিতীয় ভগ্নাংশ = ১ নিচের কোনটি সঠিক?",i ও ii,i ও iii,ii ও iii,"i, ii ও iii",ঘ,"i, ii ও iii",
৮৩,সাধারণ,,গণিত এবং ইংরেজি অধ্যয়নে সে কত সময় ব্যয় করে?,১৫,১৫,১৬,১৬,ক,১৫,
৮৪,সাধারণ,,সে কত ঘন্টা সময় অন্য কাজকর্ম করে?,১৫,১৫,১৬,৭,গ,১৬,
৮৫,সাধারণ,,বোন অপেক্ষা ভাই কত গ্রাম স্বর্ণ কম পেল?,২,২,২,২,ঘ,২,
৮৬,সাধারণ,,বোন ও বাবা মোট কি পরিমাণ স্বর্ণ পেল?,৩৩,৩৩,৩৪,৩৪,গ,৩৪,
১,সাধারণ,,× ৬ = কত?,,,২,২,গ,২,
২,সাধারণ,,× ৯২ = কত?,৫২,৫৬,৬০,৬৪,ঘ,৬৪,
৩,সাধারণ,,‘এর’ এর গাণিতিক প্রয়োগ নিচের কোনটির অনুরূপ?,যোগ,বিয়োগ,গুণ,ভাগ,গ,গুণ,
৪,সাধারণ,,(৬এর ২) এর মান কোনটি?,৭,১৪,২২,৪৩,খ,১৪,
৫,সাধারণ,,২× ১=?,,,,৪,ঘ,৪,
৬,সাধারণ,,এর ২= কত?,,,,,খ,,
৭,সাধারণ,,× ২= কত?,,,,,ক,,
৮,সাধারণ,,ও এর গুণফল কত?,,,,,ক,,
৯,সাধারণ,,২× = কত?,,,,,গ,,
১০,সাধারণ,,এর (+ ) এর সরলমান কত?,,,,,ক,,
১১,সাধারণ,,২ এর বিপরীত ভগ্নাংশ কোনটি?,,,,,খ,,
১২,সাধারণ,,এর সাথে এর বিপরীত ভগ্নাংশের গুণফল কত হবে?,,৩,৩,১,ঘ,১,
১৩,সাধারণ,,একটি বর্গক্ষেত্রের বাহুর দৈর্ঘ্য  মিটার হলে এর ক্ষেত্রফল কত বর্গ মিটার?,,,,,খ,,
১৪,উদ্দীপকভিত্তিক,,১ও ২ ভগ্নাংশদ্বয়ের ক্ষেত্রে- প্রথমটি প্রকৃত ভগ্নাংশ যোগফল ৩,i ও ii,ii ও iii,i ও iii,"i, ii ও iii",খ,ii ও iii,
১৫,উদ্দীপকভিত্তিক,,৩ও ভগ্নাংশদ্বয়ের- বিয়োগফল প্রকৃত ভগ্নাংশ,i ও ii,ii ও iii,i ও iii,"i, ii ও iii",ঘ,"i, ii ও iii",
১৬,সাধারণ,,মাঠের ক্ষেত্রফল কত বর্গমিটার?,৩৮,২৮,৯,৮,ক,৩৮,
১৭,সাধারণ,,মাঠের পরিসীমা কত মিটার?,২৩,২৪,২৫,২৬,ঘ,২৬,
১৮,সাধারণ,,কে ৪ দ্বারা ভাগ করলে ভাগফল কত হবে?,,,১,,খ,,
১৯,সাধারণ,,৩ ÷ = কত?,৩,৪,৩,৫,ক,৩,
২০,সাধারণ,,÷ = কত?,১৫,২,,,ক,১৫,
২১,সাধারণ,,১÷ ২= কত?,,,,,খ,,
২২,সাধারণ,,- = কত?,,,,,গ,,
২৩,সাধারণ,,কে ১দ্বারা ভাগ করলে ভাগফল নিচের কোনটি?,,,,,খ,,
২৪,সাধারণ,,৬÷ ৪= কত?,,,,,ঘ,,
২৫,সাধারণ,,"একর, ২১ একর জমির কত অংশ?",,,,,গ,,
২৬,সাধারণ,,১এর ÷ এর মান কোনটি?,১,২,৩,৫,গ,৩,
২৭,সাধারণ,,দুইটি ভগ্নাংশের গুণফল ৮ । একটি ভগ্নাংশ ৩হলে অপরটি কত?,৪,৪,৩,২,ঘ,২,
২৮,সাধারণ,,ভাজক ১০এবং ভাগফল ৩হলে ভাজ্য কত?,৩৫,৩৫,৩৫,৩৫,ক,৩৫,
২৯,সাধারণ,,একটি বর্গাকার ইটের ক্ষেত্রফল ২৪বর্গমিটার এবং প্রস্থ ৫মিটার। ইটের দৈর্ঘ্য কত মিটার?,৩,৬,৯,১২,গ,৯,
৩০,সাধারণ,,"রাকিব সাহেবের সম্পত্তির অংশের মূল্য ৬০,০০০ টাকা হলে, মোট সম্পত্তির মূল্য কত টাকা?",৩২০০০০,৩৫০০০০,৪২৫০০০,৪৮০০০০,ঘ,৪৮০০০০,
৩১,সাধারণ,,ক = এবং খ = ১হলে-,i ও ii,ii ও iii,i ও iii,"i, ii ও iii",গ,i ও iii,
৩২,সাধারণ,,ভাগফল নিচের কোনটি?,,,,,খ,,
৩৩,সাধারণ,,ভাজ্য কত?,,১,২,৩,ঘ,৩,
৩৪,সাধারণ,,বাগানটির দৈর্ঘ্য কত মিটার?,,,,,ক,,
৩৫,সাধারণ,,বাগানটির পরিসীমা কত মিটার?,২৩,১৩,৩,৩,খ,১৩,
৩৬,সাধারণ,,"একটি ভগ্নাংশ অপর একটি ভগ্নাংশ দ্বারা নিঃশেষে বিভাজ্য হলে, প্রথম ভগ্নাংশটি দ্বিতীয় ভগ্নাংশের-",গুণনীয়ক,গুণিতক,ভাজক,ভাগফল,খ,গুণিতক,
৩৭,সাধারণ,,এর গুণনীয়ক নিচের কোনটি?,,,,,ঘ,,
৩৮,সাধারণ,,এর গুণিতক নিচের কোনটি?,১৫,৮,,,গ,,
৩৯,সাধারণ,,এর গুণনীয়ক কোনটি?,,,,,ক,,
৪০,সাধারণ,,", , ভগ্নাংশগুলোর গুণনীয়ক কত?",,,,,ঘ,,
৪১,সাধারণ,,"১, ৪, ৩ভগ্নাংশগুলোর সাধারণ গুণনীয়ক কত?",,,,,ঘ,,
৪২,উদ্দীপকভিত্তিক,,", , ভগ্নাংশত্রয়ের- হরগুলোর ল.সা.গু. ১৯৫ সবগুলোর গ.সা.গু. ৪",i ও ii,ii ও iii,i ও iii,"i, ii ও iii",ঘ,"i, ii ও iii",
৪৩,সাধারণ,,উপরের প্রদত্ত ভগ্নাংশ দুইটির গুণনীয়ক নিচের কোনটি?,,,,,খ,,
৪৪,সাধারণ,,উপরে প্রদত্ত ভগ্নাংশ দুইটির সাধারণ গুণিতক নিচের কোনটিকঠিন,,,,,খ,,
৪৫,সাধারণ,,ভগ্নাংশগুলোর একটি সাধারণ গুণিতক কোনটি?,,,,,ঘ,,
৪৬,সাধারণ,,ভগ্নাংশগুলোর একটি সাধারণ গুণনীয়ক নিচের কোনটি?,,,,,ঘ,,
৪৭,সাধারণ,,ও এর হরগুলোর গ.সা.গু. কত?,৭,১২,১৩,৫২,গ,১৩,
৪৮,সাধারণ,,ও এর বিপরীত ভগ্নাংশের গ.সা.গু. কোনটি?,,,,,ক,,
৪৯,সাধারণ,,ও এর গ.সা.গু. কত?,,,,,ক,,
৫০,সাধারণ,,", , ভগ্নাংশগুলোর গ.সা.গু. কোনটি?",,,,,খ,,
৫১,সাধারণ,,"৮, ২,  এর গ.সা.গু. কত?",,,,,ক,,
৫২,সাধারণ,,"কোন বৃহত্তম সংখ্যা দিয়ে , এবং ২কে ভাগ করলে প্রত্যেক ক্ষেত্রে ভাগফল পূর্ণসংখ্যা হবে?",,,,,ঘ,,
৫৩,উদ্দীপকভিত্তিক,,", , ভগ্নাংশগুলোর- দুইটি সাধারণ গুণনীয়ক এবং",i ও ii,ii ও iii,i ও iii,"i, ii ও iii",ক,i ও ii,
৫৪,সাধারণ,,৩য় ভগ্নাংশ ÷ ১ম ভগ্নাংশ এর মান-,৩০,৩২,৩৩,৩৪,ঘ,৩৪,
৫৫,সাধারণ,,ভগ্নাংশগুলোর লবের গ.সা.গু. কত?,৭,৫,৩,১,ঘ,১,
৫৬,সাধারণ,,"কোন বৃহত্তম সংখ্যা দিয়ে ভগ্নাংশগুলিকে ভাগ করলে, প্রত্যেক ক্ষেত্রে ভাগফল পূর্ণসংখ্যা হবে?",২৬০,১৬০,,,ঘ,,
৫৭,সাধারণ,,"৫, , এর ল.সা.গু. কোনটি?",,,,,ঘ,,
৫৮,সাধারণ,,এবং  এর ল.সা.গু. নিচের কোনটি?,৫,৬,৭,১৩,খ,৬,
৫৯,সাধারণ,,"নিচের কোনটি ক্ষুদ্রতম সংখ্যা সংখ্যা , এবং দ্বারা বিভাজ্য?",,,,,ক,,
৬০,সাধারণ,,"৫, ১ এর ল.সা.গু. = কত?",১৫,১৫,৩,৫,ক,১৫,
৬১,সাধারণ,,৭এবং ৪এর ল.সা.গু. কত?,,৭,,৫০,ঘ,৫০,
৬২,সাধারণ,,কোন ক্ষুদ্রতম সংখ্যা ৭ও ভগ্নাংশ দ্বারা বিভাজ্য?,,,,,গ,,
৬৩,সাধারণ,,", , এর ল.সা.গু. নিচের কোনটি?",,,,১০৫,গ,,
৬৪,সাধারণ,,", , এর ল.সা.গু. নিচের কোনটি?",,,,,ক,,
৬৫,সাধারণ,,", ,  এর ল.সা.গু. কোনটি?",১,১,১,১,ক,১,
৬৬,সাধারণ,,", ,  ভগ্নাংশগুলোর হরের ল.সা.গু. এর বিপরীত ভগ্নাংশ নিচের কোনটি?",,১,১৫,,ঘ,,
৬৭,সাধারণ,,", ও  এর ল.সা.গু. নিচের কোনটি?",,,২,৩,গ,২,
৬৮,সাধারণ,,", , এর ল.সা.গু. কোনটি?",,,,,ঘ,,
৬৯,সাধারণ,,", , ভগ্নাংশগুলোর গুণিতক সমূহের মধ্যে সবচেয়ে ছোট কোনটি?",,,,,ক,,
৭০,সাধারণ,,"নিচের কোন ক্ষুদ্রতম সংখ্যা ৩, ৪, ১দ্বারা বিভাজ্য?",৬৪,৩২,১৬,৮,খ,৩২,
৭১,উদ্দীপকভিত্তিক,,", ও হচ্ছে তিনটি ভগ্নাংশ। ভগ্নাংশ তিনটির হরের ল.সা.গু. = ১৫ ভগ্নাংশ তিনটির লবের গ.সা.গু. = ২ ভগ্নাংশ তিনটির ল.সা.গু. = ৮ নিচের কোনটি সঠিক?",i ও ii,ii ও iii,i ও iii,"i, ii ও iii",ঘ,"i, ii ও iii",
৭২,উদ্দীপকভিত্তিক,,", ,  ভগ্নাংশগুলোর- যোগফল সমহর রূপ , , ল.সা.গু নিচের কোনটি সঠিক?",i ও ii,ii ও iii,i ও iii,"i, ii ও iii",ঘ,"i, ii ও iii",
২,উদ্দীপকভিত্তিক,,", ৫, ৩, ৩ ৭৩. প্রদত্ত ভগ্নাংশগুলির ল.সা.গু. কত?",,,,,ক,,
৭৪,সাধারণ,,প্রদত্ত ভগ্নাংশগুলির গ.সা.গু. কত?,,,,,ঘ,,
৭৫,সাধারণ,,BODMAS শব্দে S দ্বারা কি বুঝানো হয়েছে?,গুণ,ভাগ,বিয়োগ,যোগ,গ,বিয়োগ,
৭৬,সাধারণ,,এর ÷  এর মান কত?,১,,,,ক,১,
৭৭,সাধারণ,,বন্ধনীর আগে কোন চিহ্ন না থাকলে সেখানে কী ধরে নিতে হয়?,যোগ,বিয়োগ,ভাগ,এর,ঘ,এর,
৭৮,সাধারণ,,এর ( + ) এর সরল মান কত?,,৫,,,গ,,
৭৯,সাধারণ,,÷ × × ১= কত?,,,,,ঘ,,
৮০,সাধারণ,,সরল অঙ্কে সর্বপ্রথম কিসের কাজ করতে হয়?,বন্ধনী,এর,ভাগ,গুণ,ক,বন্ধনী,
৮১,সাধারণ,,১এর ÷ ৭ এর মান নিচের কোনটি?,,,,,ক,,
৮২,সাধারণ,,৩÷ ( এর ) = কত?,১,,,,ক,১,
৮৩,সাধারণ,,"= হলে, ক = কত?",৮,৩২,৬৪,৭২,গ,৬৪,
৮৪,সাধারণ,,কোন সংখ্যার অংশ?,৮,৪,২,,খ,৪,
৮৫,সাধারণ,,১ বর্গ একক ক্ষেত্রফল বিশিষ্ট বর্গক্ষেত্রকে দৈর্ঘ্য এবং প্রস্থ বিশিষ্ট কয়টি আয়তক্ষেত্রে বিভক্ত করা যাবে?,৩টি,২টি,টি,৬টি,ঘ,৬টি,
৮৬,সাধারণ,,দুইটি ভগ্নাংশের গুণফল । একটি ভগ্নাংশ  হলে অপরটি কত?,,,,,ক,,
৮৭,সাধারণ,,একটি মগের অংশ পানি দ্বারা পূর্ণ আছে। কত অংশ খালি আছে?,,,,,ঘ,,
৮৮,সাধারণ,,৩এর ÷,২,৩,৪,৫,ঘ,৫,
৮৯,উদ্দীপকভিত্তিক,,৭+ ১- ৩ এর- ভগ্নাংশদ্বয়ের যোগফল ৯ সরলীকৃত মান ৬ সরলীকৃত মান প্রকৃত ভগ্নাংশ প্রকাশ করে নিচের কোনটি সঠিক?,i ও ii,ii ও iii,i ও iii,"i, ii ও iii",ক,i ও ii,
৯০,সাধারণ,,মিরাজ তার জমানো টাকার কত অংশ দিয়ে দিল?,অংশ,অংশ,অংশ,অংশ,ক,অংশ,
৯১,সাধারণ,,তার অবশিষ্ট টাকা মোট জমানো টাকার কত অংশ?,অংশ,অংশ,অংশ,অংশ,ক,অংশ,
৯২,সাধারণ,,তার মোট জমানো টাকার পরিমাণ কত?,৩০০০০ টাকা,৪০০০০ টাকা,৫০০০০ টাকা,৬০০০০ টাকা,ঘ,৬০০০০ টাকা,
৯৩,সাধারণ,,এর সাথে এর বিপরীত ভগ্নাংশের গুণফল কত?,,১,,,খ,১,
৯৪,সাধারণ,,একটি আয়তাকার পাতের ক্ষেত্রফল ১৮ বর্গ মি. এবং প্রস্থ ৩ মিটার। পাতটির দৈর্ঘ্য কত মিটার?,৪,৬,৮,১০,খ,৬,
৯৫,সাধারণ,,"২, ১, ২ভগ্নাংশগুলোর সাধারণ গুণনীয়ক কত?",,,,,ঘ,,
৯৬,সাধারণ,,"কোন বৃহত্তম সংখ্যা দিয়ে , এবং ১কে ভাগ করলে প্রত্যেক ক্ষেত্রে ভাগফল পূর্ণসংখ্যা হবে?",,,,,ঘ,,
৯৭,সাধারণ,,", , ভগ্নাংশগুলোর গুণিতকগুলোর মধ্যে সবচেয়ে ছোট কোনটি?",,,,,খ,,
৯৮,সাধারণ,,১এর ÷ এর মান নিচের কোনটি?,১,২,৩,৫,গ,৩,
৯৯,সাধারণ,,৫১০ মিটার লম্বা ফিতাকে ৫মিটার পরিমাপের কতগুলো টুকরা করলে ফিতাটি কত টুকরা হবে?,২৫০,১৫০,১০০,৭৫,গ,১০০,
১০০,সাধারণ,,১এর ১÷ = কত?,,,,,খ,,
১০১,উদ্দীপকভিত্তিক,,", , ভগ্নাংশত্রয়ের- হরগুলোর ল.সা.গু. ৬০ লবগুলোর গ.সা.গু. ৩",i ও ii,i ও iii,ii ও iii,"i, ii ও iii",গ,ii ও iii,
১০২,উদ্দীপকভিত্তিক,,২এর ÷ ১সরলীকরণের- ভগ্নাংশগুলো প্রকৃত ১ম অংশের মান সরলীকরণের মান নিচের কোনটি সঠিক?,i ও ii,i ও iii,ii ও iii,"i, ii ও iii",গ,ii ও iii,
১০৩,উদ্দীপকভিত্তিক,,", , ভগ্নাংশগুলোর- যোগফল ৪ সমহর রূপ , , ল.সা.গু = ৭ নিচের কোনটি সঠিক?",i ও ii,i ও iii,ii ও iii,"i, ii ও iii",ঘ,"i, ii ও iii",
১০৪,সাধারণ,,আরিফ সাহেব তার সম্পত্তির কত অংশ দান করলেন?,অংশ,অংশ,অংশ,অংশ,ঘ,অংশ,
১০৫,সাধারণ,,তার মোট সম্পত্তির মূল্য কত?,৪০০০০ টাকা,৬০০০০ টাকা,৮০০০০ টাকা,১০০০০০ টাকা,গ,৮০০০০ টাকা,
১০৬,সাধারণ,,বাগানটির দৈর্ঘ্য কত মিটার?,১২,১২,১২,১৩,খ,১২,
১০৭,সাধারণ,,বাগানটির পরিসীমা কত মিটার?,২২,২৪,৩০,৪৪,ঘ,৪৪,
১,সাধারণ,,২.০৫৬ + ১.০২ + ৫.৪ এর মান নিচের কোনটি?,৮.৭৪৬,৮.৬৭৬,৮.৩৭৬,৮.৪৭৬,ঘ,৮.৪৭৬,
২,সাধারণ,,০.১ + ০.০১ + ০.০০১ = কত?,০.১,০.১০১,০.১১০,০.১১১,ঘ,০.১১১,
৩,সাধারণ,,১.২ এর লঘিষ্ঠ রূপ কোনটি?,,,,,ক,,
৪,সাধারণ,,০.৫ + ০.০৫ + ০.০০৫ = কত?,০.৫,০.৫০৫,০.৫৫৫,০.৫৫০,গ,০.৫৫৫,
৫,সাধারণ,,২.৭ ও ৩.৬ সংখ্যা দুটির যোগফল কোনটি?,৪.২,৬.৩,৭.৩,৮.৫,খ,৬.৩,
৬,সাধারণ,,৬.০০১ + ৫.০১ + ২.৭ এর মান নিচের কোনটি?,১৩.৭১,১৩.৭১১,১৩.৭২,১৩.৯,খ,১৩.৭১১,
৭,সাধারণ,,১৬.৭৪৫ দশমিক ভগ্নাংশে সহস্রাংশে কোন অঙ্কটি বিদ্যমান?,১,৪,৫,৭,গ,৫,
৮,সাধারণ,,"০.০৫, ০.০১ ও ০.০০৪ এর যোগফল কত?",০.০৬৪,০.০৪৬,০.৬০৪,০.০০৬৪,ক,০.০৬৪,
৯,সাধারণ,,০.০২ + ২ + ০.০০১ = কত?,২.২১,২.০২১,০.২২১,০.০২১,খ,২.০২১,
১০,সাধারণ,,০.২৫ + ০.৫৫ = কত?,,১,২,,ঘ,,
১১,উদ্দীপকভিত্তিক,,দশমিক ভগ্নাংশের ক্ষেত্রে- ০.৭ ও ০.৬ এর যোগফল ১.৩ এর সমান ২.৫৭ ও ৩.২ এর যোগফলে দশমিক বিন্দুর পর মাত্র একটি অঙ্ক আছে ৫.২৩৭ এর সহস্রাংশের স্থানে ৭ আছে নিচের কোনটি সঠিক?,i ও ii,i ও iii,ii ও iii,"i, ii ও iii",খ,i ও iii,
১২,সাধারণ,,২য় ও ৩য় জনের টাকার সমষ্টি নিচের কোনটি?,১৫.৩৫,২১.০০,৫১.৩৫,৩৫.১৫,খ,২১.০০,
১৩,সাধারণ,,তিন জনের টাকার সমষ্টি নিচের কোনটি?,১২৪.৫০,১২৪.৮০,১৪০.৮০,১৫০.২৫,ঘ,১৫০.২৫,
১৪,সাধারণ,,লাঠিটির লাল ও সবুজ অংশের মোট পরিমাণ কত?,০.৭৭,০.৯৫,২.৭৫,০.২৭৫,খ,০.৯৫,
১৫,সাধারণ,,লাঠির মোট কত অংশ রং করা হলো?,০.৮৭৫,০.৯৫৭,০.৯৭৫,০.৯৬৫,গ,০.৯৭৫,
১৬,সাধারণ,,১০০ - ৯৯.৯ = কত?,০.১,০.০১,০.০০১,১,ক,০.১,
১৭,সাধারণ,,১ - ০.০০১ = কত?,০.০০৯,০.০৯৯,০.৯৯৯,০.০০১,গ,০.৯৯৯,
