Serial,Question,Option_ক,Option_খ,Option_গ,Option_ঘ,Answer,Explanation
৭,৭. ১ অপেক্ষা বড় ভগ্নাংশকে কি বলে?,অপ্রকৃত ভগ্নাংশ,প্রকৃত ভগ্নাংশ,মিশ্র ভগ্নাংশ,অমূলদ সংখ্যা,ক. অপ্রকৃত ভগ্নাংশ,
৮,"৮. একটি ভগ্নাংশের লব ১২ ও হর ১৪ হলে, ভগ্নাংশটির মান কত?",১৪,১৩,৭৯,৬৭,ঘ. ৬৭,
৯,৯. ২২৩      সংখ্যাটিতে পূর্ণ অংশ কোনটি?,২৩,২,১৩,৬,খ. ২,
১০,১০. মিশ্র ভগ্নাংশ = কী?,পূর্ণসংখ্যা × লব + হরহর,পূর্ণসংখ্যা × লব - হরহর,পূর্ণসংখ্যা ×  হর + লব হর,পূর্ণসংখ্যা × লব + লব হর,গ. পূর্ণসংখ্যা ×  হর + লব হর,
১১,১১. ১৭৩১৬            কে  অপ্রকৃত ভগ্নাংশে প্রকাশ করলে কী হবে?,২০৫১৬,২২৫১৬,২৪৫১৬,২৭৫১৬,ঘ. ২৭৫১৬,
১২,১২.২ ২৫       কে অপকৃত ভগ্নাংশে প্রকাশ করলে কী হবে?,৮৫,১১৫,১২৫,১৪৫,গ. ১২৫,
১৩,১৩. ক × গ + খগ কে মিশ্র ভগ্নাংশে প্রকাশ করলে কোনটি হবে?,কগখ,কখগ,গকখ,খকগ,খ. কখগ,
১৪,১৪. নিচের কোন ভগ্নাংশ যুগল সমতুল?,৫৭   ও ১৫২১,৫৬    ও ৫১২,২৭    ও ৪৭,৩৫   ও ৩১০,ক. ৫৭   ও ১৫২১,
১৫,১৫. ৫৮ কে সমতুল ভগ্নাংশে পরিণত করলে কোনটি হবে?,,,,,খ. ,
১৬,১৬. ৪০ এর বিপরীত ভগ্নাংশ কোনটি?,,,,,গ. ,
১৭,১৭.  কে মিশ্র ভগ্নাংশে প্রকাশ করলে কী হবে?,৩,৫,২,৩,ঘ. ৩,
১৮,১৮. একটি ভগ্নাংশের লব ৪ এবং হর ১৬ হলে ভগ্নাংশটি নিচের কোনটি?,,,,,খ. ,
১৯,১৯. ভগ্নাংশকে-অনুপাতে প্রকাশ করা যায়শতকরায় প্রকাশ করা যায়পূর্ণ সংখ্যার নিয়মে যোগ বিয়োগ করা হয়নিচের কোনটি সঠিক?,i ও ii,ii ও iii,i ও iii,"i, ii ও iii",ক. i ও ii,
২০,"২০. ,  দুইটি ভগ্নাংশে –১ম টি প্রকৃত, ২য় টি অপ্রকৃতদুইটিকেই মিশ্র ভগ্নাংশে পরিণত করা যায়অসমতুল যুগলনিচের কোনটি সঠিক?",i ও ii,i ও iii,ii ও iii,"i, ii ও iii",খ. i ও iii,
২১,২১. ১ম ভগ্নাংশটি কী ধরনের ভগ্নাংশ?,প্রকৃত,অপ্রকৃত,মিশ্র,সমতুল,ক. প্রকৃত,
২২,২২. দ্বিতীয় ভগ্নাংশকে মিশ্র ভগ্নাংশে প্রকাশ করলে কী হবে?,১,১,২,২,খ. ১,
২৩,২৩. দ্বিতীয় ভগ্নাংশের একটি সমতুল ভগ্নাংশ কোনটি?,,,,,খ. ,
২৪,২৪. কোন ভগ্নাংশটি ছোট?,,,,,ঘ. ,
২৫,২৫. কোন ভগ্নাংশটি সবচেয়ে বড়?,,,,,ক. ,
২৬,"২৬. , ,  কে ৪৮ হর বিশিষ্ট ভগ্নাংশে রূপান্তর করলে কোনটি হবে?",", ,",", ,",", ,",", ,","খ. , ,",
২৭,২৭. কোন ভগ্নাংশটি ছোট?,,,,,ক. ,
২৮,২৮. কোন ভগ্নাংশটি ছোট?,,,,,ঘ. ,
২৯,"২৯. , , ভগ্নাংশগুলিকে সমহর বিশিষ্ট ভগ্নাংশে প্রকাশ কোনটি?",", ,",", ,",", ,",", ,","খ. , ,",
৩০,"৩০. , , ও এই ভগ্নাংশগুলোকে মানের অধঃক্রম অনুসারে সাজালে কোনটি সঠিক?",> > >,> > >,>  >>,> >  >,খ. > > >,
৩১,৩১. কোন ভগ্নাংশটি বড়?,,,,,ক. ,
৩২,"৩২. , , ভগ্নাংশগুলোর হরগুলোর ল.সা.গু. কত?",২৪,৪৮,৫৬,৯৬,খ. ৪৮,
৩৩,৩৩. নিচের কোন ভগ্নাংশটি বড়?,,,,,ক. ,
৩৪,"৩৪. , , ও ভগ্নাংশগুলোকে মানের অধঃক্রম অনুসারে সাজালে নিচের কোনটি সঠিক?",>   >   >,>   >   >,>   >   >,>   >   >,ক. >   >   >,
৩৫,৩৫. নিচের কোনটি সমলব বিশিষ্ট ভগ্নাংশ যুগল?,",",",",",",",","খ. ,",
৩৬,৩৬. নিচের তথ্যগুলো লক্ষ কর:< = =  নিচের কোনটি সঠিক?,i ও iii,i ও ii,ii ও iii,"i, ii ও iii",খ. i ও ii,
৩৭,৩৭. মিশ্র ভগ্নাংশের ক্ষেত্র-মান সর্বদা ১ অপেক্ষা বড়একটি পূর্ণ অংশ ও একটি ভগ্নাংশ থাকেমিশ্র ভগ্নাংশ = নিচের কোনটি সঠিক?,i ও ii,i ও iii,ii ও iii,"i, ii ও iii","ঘ. i, ii ও iii",
৩৮,৩৮. ভগ্নাংশের হরগুলোর ল.সা.গু. কত?,৩,৬,৯,১৮,ঘ. ১৮,
৩৯,"৩৯. ভগ্নাংশগুলোকে সমহরবিশিষ্ট করলে, নিচের কোনটি সঠিক?",", ,",", ,",", ,",", ,","ক. , ,",
৪০,৪০. ভগ্নাংশগুলোকে মানের অধঃক্রমে সাজালে নিচের সঠিক?,", ,",", ,",", ,",", ,","খ. , ,",
৪১,৪১. ভগ্নাংশগুলিকে অধঃক্রমে সাজালে নিচের কোনটি সঠিক?,> >,> >,> >,> >,খ. > >,
৪২,৪২. ভগ্নাংশগুলো কোন ধরনের?,সমলব বিশিষ্ট,সমহর বিশিষ্ট,মিশ্র,সমতুল,ক. সমলব বিশিষ্ট,
৪৩,৪৩. ভগ্নাংশগুলোর হরগুলোর ঊর্ধ্বক্রম কোনটি?,৩ < ৩ < ৩,৪ < ৭ < ১০,১০ > ৭ > ৪,১০ < ৭ < ৪,খ. ৪ < ৭ < ১০,
৪৪,৪৪. ভগ্নাংশগুলোকে ঊর্ধ্বক্রমে সাজালে নিচের কোনটি সঠিক?,< <,< <,< <,< <,খ. < <,
৪৫,৪৫. ২ +   = কত?,,,,,খ. ,
৪৬,৪৬. ১২ কেজি +  কেজি + কেজি = কত?,১২ কেজি,১২ কেজি,১২ কেজি,১২ কেজি,খ. ১২ কেজি,
৪৭,৪৭. ৪ - = কত?,,,,,ক. ,
৪৮,৪৮. ৩ ও এর বিপরীত ভগ্নাংশের যোগফল কত?,১,৩,,,ঘ. ,
৪৯,৪৯. এর সাথে এর বিপরীত ভগ্নাংশের যোগফল কত হবে?,,,,,ঘ. ,
৫০,৫০. ২+ ১= কত?,৩,৩,৩,৫,খ. ৩,
৫১,৫১. + = কত?,১,৩,৫,৭,ক. ১,
৫২,৫২. ২ + = কত?,,,,,ঘ. ,
৫৩,৫৩. + - = কত?,,,,,ঘ. ,
৫৪,৫৪. ২ + ১-  এর সরল মান কোনটি?,,,,,গ. ,
৫৫,৫৫. ৫ মিটার বাঁশের  মিটার রং করা হয়েছে। বাঁশটির কত মিটার রং করা হয়নি?,৩মিটার,২ মিটার,২ মিটার,মিটার,ক. ৩মিটার,
৫৬,৫৬. ২৫ মিটার বাঁশের রং করা অংশের পরিমাণ  মিটার। বাঁশটির কত অংশ রং করা বাকি রইল?,,,,,ক. ,
৫৭,৫৭. ১ -  = কত?,,,,,ক. ,
৫৮,৫৮. - = কত?,,,,,ক. ,
৫৯,৫৯. ৩- ১এর বিয়োগফল কত?,১,১,১,২,ঘ. ২,
৬০,"৬০. , ও ভগ্নাংশগুলোর-প্রত্যেকে প্রকৃত ভগ্নাংশলবগুলোর যোগফল ১৮বৃহত্তমনিচের কোনটি সঠিক?",i ও ii,ii ও iii,i ও iii,"i, ii ও iii","ঘ. i, ii ও iii",
৬১,"৬১. , ও  ভগ্নাংশগুলোর-প্রত্যেকে সমহর বিশিষ্টযোগফল একটি প্রকৃত ভগ্নাংশ",i ও ii,ii ও iii,i ও iii,"i, ii ও iii",গ. i ও iii,
৬২,"৬২. , ও  ভগ্নাংশগুলোর-হরগুলোর ল.সা.গু. ৪সমহর রূপ , , যোগফল একটি অপ্রকৃত ভগ্নাংশনিচের কোনটি সঠিক?",i ও ii,ii ও iii,i ও iii,"i, ii ও iii",গ. i ও iii,
৬৩,৬৩. ভগ্নাংশ দুইটি কোন ধরনের?,প্রকৃত,অপ্রকৃত,মিশ্র,দশমিক,ক. প্রকৃত,
৬৪,৬৪. প্রথম ভগ্নাংশের বিপরীত ভগ্নাংশ নিচের কোনটি?,,,,,গ. ,
৬৫,৬৫. ভগ্নাংশ দুটির যোগফল কোন ধরনের ভগ্নাংশ?,প্রকৃত,অপ্রকৃত,মিশ্র,দশমিক,খ. অপ্রকৃত,
৬৬,৬৬. মায়ের নিকট প্রাপ্ত স্বর্ণের পরিমাণকে অপ্রকৃত ভগ্নাংশে প্রকাশ করলে কী হয়?,,,,,খ. ,
৬৭,৬৭. আমিনা তার মা ও ভাইয়ের কাছ থেকে মোট কত গ্রাম স্বর্ণ পেল?,,,,,গ. ,
৬৮,৬৮. বাবার কাছ থেকে কত গ্রাম স্বর্ণ পেলে ৩০০ গ্রাম স্বর্ণ হবে?,,,,,ক. ,
৬৯,৬৯. রহমান সাহেব তার সম্পত্তির মোট কত অংশ দান করলেন?,,,,,ঘ. ,
৭০,৭০. তাঁর অবশিষ্ট সম্পত্তি কত অংশ?,,,,,ক. ,
৭১,৭১. তাঁর মোট সম্পত্তির মূল্য কত টাকা?,৭০.০০০,"৭৫,০০০","৮০,০০০","৮৫,০০০","গ. ৮০,০০০",
৭২,৭২. ও কে সমহর বিশিষ্ট ভগ্নাংশে প্রকাশ করলে কি হবে?,",",",",",",",","গ. ,",
৭৩,৭৩. ২+ ১= কত?,৫,৩,৩,৩,গ. ৩,
৭৪,৭৪. একটি ভগ্নাংশের লব ৪ ও হর ৩২ হলে ভগ্নাংশটি নিচের কোনটি?,,,,,ঘ. ,
৭৫,৭৫. ১২কে অপ্রকৃত ভগ্নাংশে প্রকাশ করলে কী হবে?,,,,,ঘ. ,
৭৬,"৭৬. , , ও এই ভগ্নাংশগুলোকে মানের ঊর্ধ্বক্রম অনুসারে সাজালে কোনটি সঠিক?",> > >,< < <,> > >,< < <,ঘ. < < <,
৭৭,৭৭. নিচের কোনটি অপ্রকৃত ভগ্নাংশ?,,,,,গ. ,
৭৮,৭৮. ২ + = কত?,,,,,খ. ,
৭৯,৭৯. ও এর বিপরীত ভগ্নাংশের যোগফল কত?,৫,৫,৫,৫,ক. ৫,
৮০,৮০. রাসেল তার ৫০পৃষ্ঠা বাড়ির কাজের ২০পৃষ্ঠা সম্পন্ন করেছে। তার আর কত পৃষ্ঠা বাড়ির কাজ বাকি রইল?,২৯,২৯,২৯,৩০,গ. ২৯,
৮১,"৮১. , ও ভগ্নাংশের ক্ষেত্রে:১ম ও ২য় ভগ্নাংশ সমতুল১ম ও ২য় ভগ্নাংশের যোগফল তৃতীয় ভগ্নাংশ অপেক্ষা ছোট ৩য় ভগ্নাংশটি একটি প্রকৃত ভগ্নাংশনিচের কোনটি সঠিক?",i ও ii,i ও iii,ii ও iii,"i, ii ও iii",ক. i ও ii,
৮২,"৮২. , ও ভগ্নাংশগুলোর-সমহর রূপ , ও হরগুলির ল.সা.গু. ১৪১ম ভগ্নাংশ + দ্বিতীয় ভগ্নাংশ = ১নিচের কোনটি সঠিক?",i ও ii,i ও iii,ii ও iii,"i, ii ও iii","ঘ. i, ii ও iii",
৮৩,৮৩. গণিত এবং ইংরেজি অধ্যয়নে সে কত সময় ব্যয় করে?,১৫,১৫,১৬,১৬,ক. ১৫,
৮৪,৮৪. সে কত ঘন্টা সময় অন্য কাজকর্ম করে?,১৫,১৫,১৬,৭,গ. ১৬,
৮৫,৮৫. বোন অপেক্ষা ভাই কত গ্রাম স্বর্ণ কম পেল?,২,২,২,২,ঘ. ২,
৮৬,৮৬. বোন ও বাবা মোট কি পরিমাণ স্বর্ণ পেল?,৩৩,৩৩,৩৪,৩৪,গ. ৩৪,
১,১. × ৬ = কত?,,,২,২,গ. ২,
২,২. × ৯২ = কত?,৫২,৫৬,৬০,৬৪,ঘ. ৬৪,
৩,৩. ‘এর’ এর গাণিতিক প্রয়োগ নিচের কোনটির অনুরূপ?,যোগ,বিয়োগ,গুণ,ভাগ,গ. গুণ,
৪,৪. (৬এর ২) এর মান কোনটি?,৭,১৪,২২,৪৩,খ. ১৪,
৫,৫. ২× ১=?,,,,৪,ঘ. ৪,
৬,৬. এর ২= কত?,,,,,খ. ,
৭,৭. × ২= কত?,,,,,ক. ,
৮,৮. ও এর গুণফল কত?,,,,,ক. ,
৯,৯. ২× = কত?,,,,,গ. ,
১০,১০.  এর (+ ) এর সরলমান কত?,,,,,ক. ,
১১,১১. ২ এর বিপরীত ভগ্নাংশ কোনটি?,,,,,খ. ,
১২,১২.  এর সাথে এর বিপরীত ভগ্নাংশের গুণফল কত হবে?,,৩,৩,১,ঘ. ১,
১৩,১৩. একটি বর্গক্ষেত্রের বাহুর দৈর্ঘ্য  মিটার হলে এর ক্ষেত্রফল কত বর্গ মিটার?,,,,,খ. ,
১৪,১৪. ১ও ২ ভগ্নাংশদ্বয়ের ক্ষেত্রে- প্রথমটি প্রকৃত ভগ্নাংশযোগফল ৩,i ও ii,ii ও iii,i ও iii,"i, ii ও iii",খ. ii ও iii,
১৫,১৫. ৩ও ভগ্নাংশদ্বয়ের-বিয়োগফল প্রকৃত ভগ্নাংশ,i ও ii,ii ও iii,i ও iii,"i, ii ও iii","ঘ. i, ii ও iii",
১৬,১৬. মাঠের ক্ষেত্রফল কত বর্গমিটার?,৩৮,২৮,৯,৮,ক. ৩৮,
১৭,১৭. মাঠের পরিসীমা কত মিটার?,২৩,২৪,২৫,২৬,ঘ. ২৬,
১৮,১৮. কে ৪ দ্বারা ভাগ করলে ভাগফল কত হবে?,,,১,,খ. ,
১৯,১৯. ৩ ÷ = কত?,৩,৪,৩,৫,ক. ৩,
২০,২০. ÷ = কত?,১৫,২,,,ক. ১৫,
২১,২১. ১÷ ২= কত?,,,,,খ. ,
২২,২২. - = কত?,,,,,গ. ,
২৩,২৩. কে ১দ্বারা ভাগ করলে ভাগফল নিচের কোনটি?,,,,,খ. ,
২৪,২৪. ৬÷ ৪= কত?,,,,,ঘ. ,
২৫,"২৫. একর, ২১ একর জমির কত অংশ?",,,,,গ. ,
২৬,২৬. ১এর ÷ এর মান কোনটি?,১,২,৩,৫,গ. ৩,
২৭,২৭. দুইটি ভগ্নাংশের গুণফল ৮ । একটি ভগ্নাংশ ৩হলে অপরটি কত?,৪,৪,৩,২,ঘ. ২,
২৮,২৮. ভাজক ১০এবং ভাগফল ৩হলে ভাজ্য কত?,৩৫,৩৫,৩৫,৩৫,ক. ৩৫,
২৯,২৯. একটি বর্গাকার ইটের ক্ষেত্রফল ২৪বর্গমিটার এবং প্রস্থ ৫মিটার। ইটের দৈর্ঘ্য কত মিটার?,৩,৬,৯,১২,গ. ৯,
৩০,"৩০. রাকিব সাহেবের সম্পত্তির অংশের মূল্য ৬০,০০০ টাকা হলে, মোট সম্পত্তির মূল্য কত টাকা?",৩২০০০০,৩৫০০০০,৪২৫০০০,৪৮০০০০,ঘ. ৪৮০০০০,
৩১,৩১. ক = এবং খ = ১হলে-,i ও ii,ii ও iii,i ও iii,"i, ii ও iii",গ. i ও iii,
৩২,৩২. ভাগফল নিচের কোনটি?,,,,,খ. ,
৩৩,৩৩. ভাজ্য কত?,,১,২,৩,ঘ. ৩,
৩৪,৩৪. বাগানটির দৈর্ঘ্য কত মিটার?,,,,,ক. ,
৩৫,৩৫. বাগানটির পরিসীমা কত মিটার?,২৩,১৩,৩,৩,খ. ১৩,
৩৬,"৩৬. একটি ভগ্নাংশ অপর একটি ভগ্নাংশ দ্বারা নিঃশেষে বিভাজ্য হলে, প্রথম ভগ্নাংশটি দ্বিতীয় ভগ্নাংশের-",গুণনীয়ক,গুণিতক,ভাজক,ভাগফল,খ. গুণিতক,
৩৭,৩৭.  এর গুণনীয়ক নিচের কোনটি?,,,,,ঘ. ,
৩৮,৩৮. এর গুণিতক নিচের কোনটি?,১৫,৮,,,গ. ,
৩৯,৩৯. এর গুণনীয়ক কোনটি?,,,,,ক. ,
৪০,"৪০. , , ভগ্নাংশগুলোর গুণনীয়ক কত?",,,,,ঘ. ,
৪১,"৪১. ১, ৪, ৩ভগ্নাংশগুলোর সাধারণ গুণনীয়ক কত?",,,,,ঘ. ,
৪২,"৪২. , , ভগ্নাংশত্রয়ের-হরগুলোর ল.সা.গু. ১৯৫সবগুলোর গ.সা.গু. ৪",i ও ii,ii ও iii,i ও iii,"i, ii ও iii","ঘ. i, ii ও iii",
৪৩,৪৩. উপরের প্রদত্ত ভগ্নাংশ দুইটির গুণনীয়ক নিচের কোনটি?,,,,,খ. ,
৪৪,৪৪. উপরে প্রদত্ত ভগ্নাংশ দুইটির সাধারণ গুণিতক নিচের কোনটিকঠিন,,,,,খ. ,
৪৫,৪৫. ভগ্নাংশগুলোর একটি সাধারণ গুণিতক কোনটি?,,,,,ঘ. ,
৪৬,৪৬. ভগ্নাংশগুলোর একটি সাধারণ গুণনীয়ক নিচের কোনটি?,,,,,ঘ. ,
৪৭,৪৭. ও এর হরগুলোর গ.সা.গু. কত?,৭,১২,১৩,৫২,গ. ১৩,
৪৮,৪৮. ও এর বিপরীত ভগ্নাংশের গ.সা.গু. কোনটি?,,,,,ক. ,
৪৯,৪৯. ও এর গ.সা.গু. কত?,,,,,ক. ,
৫০,"৫০. , , ভগ্নাংশগুলোর গ.সা.গু. কোনটি?",,,,,খ. ,
৫১,"৫১. ৮, ২,  এর গ.সা.গু. কত?",,,,,ক. ,
৫২,"৫২. কোন বৃহত্তম সংখ্যা দিয়ে , এবং ২কে ভাগ করলে প্রত্যেক ক্ষেত্রে ভাগফল পূর্ণসংখ্যা হবে?",,,,,ঘ. ,
৫৩,"৫৩. , , ভগ্নাংশগুলোর-দুইটি সাধারণ গুণনীয়ক এবং",i ও ii,ii ও iii,i ও iii,"i, ii ও iii",ক. i ও ii,
৫৪,৫৪. ৩য় ভগ্নাংশ ÷ ১ম ভগ্নাংশ এর মান-,৩০,৩২,৩৩,৩৪,ঘ. ৩৪,
৫৫,৫৫. ভগ্নাংশগুলোর লবের গ.সা.গু. কত?,৭,৫,৩,১,ঘ. ১,
৫৬,"৫৬. কোন বৃহত্তম সংখ্যা দিয়ে ভগ্নাংশগুলিকে ভাগ করলে, প্রত্যেক ক্ষেত্রে ভাগফল পূর্ণসংখ্যা হবে?",২৬০,১৬০,,,ঘ. ,
৫৭,"৫৭. ৫, , এর ল.সা.গু. কোনটি?",,,,,ঘ. ,
৫৮,৫৮. এবং  এর ল.সা.গু. নিচের কোনটি?,৫,৬,৭,১৩,খ. ৬,
৫৯,"৫৯. নিচের কোনটি ক্ষুদ্রতম সংখ্যা সংখ্যা , এবং দ্বারা বিভাজ্য?",,,,,ক. ,
৬০,"৬০. ৫, ১ এর ল.সা.গু. = কত?",১৫,১৫,৩,৫,ক. ১৫,
৬১,৬১. ৭এবং ৪এর ল.সা.গু. কত?,,৭,,৫০,ঘ. ৫০,
৬২,৬২. কোন ক্ষুদ্রতম সংখ্যা ৭ও ভগ্নাংশ দ্বারা বিভাজ্য?,,,,,গ. ,
৬৩,"৬৩. , , এর ল.সা.গু. নিচের কোনটি?",,,,১০৫,গ. ,
৬৪,"৬৪. , , এর ল.সা.গু. নিচের কোনটি?",,,,,ক. ,
৬৫,"৬৫. , ,  এর ল.সা.গু. কোনটি?",১,১,১,১,ক. ১,
৬৬,"৬৬. , ,  ভগ্নাংশগুলোর হরের ল.সা.গু. এর বিপরীত ভগ্নাংশ নিচের কোনটি?",,১,১৫,,ঘ. ,
৬৭,"৬৭. , ও  এর ল.সা.গু. নিচের কোনটি?",,,২,৩,গ. ২,
৬৮,"৬৮. , , এর ল.সা.গু. কোনটি?",,,,,ঘ. ,
৬৯,"৬৯. , , ভগ্নাংশগুলোর গুণিতক সমূহের মধ্যে সবচেয়ে ছোট কোনটি?",,,,,ক. ,
৭০,"৭০. নিচের কোন ক্ষুদ্রতম সংখ্যা ৩, ৪, ১দ্বারা বিভাজ্য?",৬৪,৩২,১৬,৮,খ. ৩২,
৭১,"৭১. , ও হচ্ছে তিনটি ভগ্নাংশ।ভগ্নাংশ তিনটির হরের ল.সা.গু. = ১৫ ভগ্নাংশ তিনটির লবের গ.সা.গু. = ২ভগ্নাংশ তিনটির ল.সা.গু. = ৮নিচের কোনটি সঠিক?",i ও ii,ii ও iii,i ও iii,"i, ii ও iii","ঘ. i, ii ও iii",
৭২,"৭২. , ,  ভগ্নাংশগুলোর-যোগফল সমহর রূপ , , ল.সা.গু নিচের কোনটি সঠিক?",i ও ii,ii ও iii,i ও iii,"i, ii ও iii","ঘ. i, ii ও iii",
২,"২, ৫, ৩, ৩৭৩. প্রদত্ত ভগ্নাংশগুলির ল.সা.গু. কত?",,,,,ক. ,
৭৪,৭৪. প্রদত্ত ভগ্নাংশগুলির গ.সা.গু. কত?,,,,,ঘ. ,
৭৫,৭৫. BODMAS শব্দে S দ্বারা কি বুঝানো হয়েছে?,গুণ,ভাগ,বিয়োগ,যোগ,গ. বিয়োগ,
৭৬,৭৬.  এর ÷  এর মান কত?,১,,,,ক. ১,
৭৭,৭৭. বন্ধনীর আগে কোন চিহ্ন না থাকলে সেখানে কী ধরে নিতে হয়?,যোগ,বিয়োগ,ভাগ,এর,ঘ. এর,
৭৮,৭৮. এর ( + ) এর সরল মান কত?,,৫,,,গ. ,
৭৯,৭৯. ÷ × × ১= কত?,,,,,ঘ. ,
৮০,৮০. সরল অঙ্কে সর্বপ্রথম কিসের কাজ করতে হয়?,বন্ধনী,এর,ভাগ,গুণ,ক. বন্ধনী,
৮১,৮১. ১এর ÷ ৭ এর মান নিচের কোনটি?,,,,,ক. ,
৮২,৮২. ৩÷ ( এর ) = কত?,১,,,,ক. ১,
৮৩,"৮৩. = হলে, ক = কত?",৮,৩২,৬৪,৭২,গ. ৬৪,
৮৪,৮৪. কোন সংখ্যার অংশ?,৮,৪,২,,খ. ৪,
৮৫,৮৫. ১ বর্গ একক ক্ষেত্রফল বিশিষ্ট বর্গক্ষেত্রকে দৈর্ঘ্য এবং প্রস্থ বিশিষ্ট কয়টি আয়তক্ষেত্রে বিভক্ত করা যাবে?,৩টি,২টি,টি,৬টি,ঘ. ৬টি,
৮৬,৮৬. দুইটি ভগ্নাংশের গুণফল । একটি ভগ্নাংশ  হলে অপরটি কত?,,,,,ক. ,
৮৭,৮৭. একটি মগের অংশ পানি দ্বারা পূর্ণ আছে। কত অংশ খালি আছে?,,,,,ঘ. ,
৮৮,৮৮. ৩এর ÷,২,৩,৪,৫,ঘ. ৫,
৮৯,৮৯. ৭+ ১- ৩ এর- ভগ্নাংশদ্বয়ের যোগফল ৯সরলীকৃত মান ৬সরলীকৃত মান প্রকৃত ভগ্নাংশ প্রকাশ করেনিচের কোনটি সঠিক?,i ও ii,ii ও iii,i ও iii,"i, ii ও iii",ক. i ও ii,
৯০,৯০. মিরাজ তার জমানো টাকার কত অংশ দিয়ে দিল?,অংশ,অংশ,অংশ,অংশ,ক. অংশ,
৯১,৯১. তার অবশিষ্ট টাকা মোট জমানো টাকার কত অংশ?,অংশ,অংশ,অংশ,অংশ,ক. অংশ,
৯২,৯২. তার মোট জমানো টাকার পরিমাণ কত?,৩০০০০ টাকা,৪০০০০ টাকা,৫০০০০ টাকা,৬০০০০ টাকা,ঘ. ৬০০০০ টাকা,
৯৩,৯৩. এর সাথে এর বিপরীত ভগ্নাংশের গুণফল কত?,,১,,,খ. ১,
৯৪,৯৪. একটি আয়তাকার পাতের ক্ষেত্রফল ১৮ বর্গ মি. এবং প্রস্থ ৩ মিটার। পাতটির দৈর্ঘ্য কত মিটার?,৪,৬,৮,১০,খ. ৬,
৯৫,"৯৫. ২, ১, ২ভগ্নাংশগুলোর সাধারণ গুণনীয়ক কত?",,,,,ঘ. ,
৯৬,"৯৬. কোন বৃহত্তম সংখ্যা দিয়ে , এবং ১কে ভাগ করলে প্রত্যেক ক্ষেত্রে ভাগফল পূর্ণসংখ্যা হবে?",,,,,ঘ. ,
৯৭,"৯৭. , , ভগ্নাংশগুলোর গুণিতকগুলোর মধ্যে সবচেয়ে ছোট কোনটি?",,,,,খ. ,
৯৮,৯৮. ১এর ÷ এর মান নিচের কোনটি?,১,২,৩,৫,গ. ৩,
