Serial,Question,Option_ক,Option_খ,Option_গ,Option_ঘ,Answer_Label,Answer_Text,Explanation
৭১,৭১. তাঁর  মোট  সম্পত্তির  মূল্য  কত  টাকা ?,৭০.০০০,"৭৫,০০০","৮০,০০০","৮৫,০০০",গ,"৮০,০০০",
৭২,৭২. ও কে  সমহর  বিশিষ্ট  ভগ্নাংশে  প্রকাশ  করলে  কি  হবে ?,",",",",",",",",গ,",",
৭৩,৭৩. ২ + ১ = কত ?,৫,৩,৩,৩,গ,৩,
৭৪,৭৪. একটি  ভগ্নাংশের  লব  ৪  ও  হর  ৩২  হলে  ভগ্নাংশটি  নিচের  কোনটি ?,,,,,ঘ,,
৭৫,৭৫. ১২ কে  অপ্রকৃত  ভগ্নাংশে  প্রকাশ  করলে  কী  হবে ?,,,,,ঘ,,
৭৬,"৭৬. , , ও এই  ভগ্নাংশগুলোকে  মানের  ঊর্ধ্বক্রম  অনুসারে  সাজালে  কোনটি  সঠিক ?",>>>,<<<,>>>,<<<,ঘ,<<<,
৭৭,৭৭. নিচের  কোনটি  অপ্রকৃত  ভগ্নাংশ ?,,,,,গ,,
৭৮,৭৮. ২ + = কত ?,,,,,খ,,
৭৯,৭৯. ও এর  বিপরীত  ভগ্নাংশের  যোগফল  কত ?,৫,৫,৫,৫,ক,৫,
৮০,৮০. রাসেল  তার ৫০ পৃষ্ঠা  বাড়ির  কাজের ২০ পৃষ্ঠা  সম্পন্ন  করেছে।  তার  আর  কত  পৃষ্ঠা  বাড়ির  কাজ  বাকি  রইল ?,২৯,২৯,২৯,৩০,গ,২৯,
৮১,"৮১. , ও ভগ্নাংশের  ক্ষেত্রে : ১ম  ও  ২য়  ভগ্নাংশ  সমতুল ১ম  ও  ২য়  ভগ্নাংশের  যোগফল  তৃতীয়  ভগ্নাংশ  অপেক্ষা  ছোট  ৩য়  ভগ্নাংশটি  একটি  প্রকৃত  ভগ্নাংশ নিচের  কোনটি  সঠিক ?",iওii,iওiii,iiওiii,"i, iiওiii",ক,iওii,
৮২,"৮২. , ও ভগ্নাংশগুলোর - সমহর  রূপ  , ও হরগুলির  ল . সা . গু . ১৪ ১ম  ভগ্নাংশ + দ্বিতীয়  ভগ্নাংশ = ১ নিচের  কোনটি  সঠিক ?",iওii,iওiii,iiওiii,"i, iiওiii",ঘ,"i, iiওiii",
৮৩,৮৩. গণিত  এবং  ইংরেজি  অধ্যয়নে  সে  কত  সময়  ব্যয়  করে ?,১৫,১৫,১৬,১৬,ক,১৫,
৮৪,৮৪. সে  কত  ঘন্টা  সময়  অন্য  কাজকর্ম  করে ?,১৫,১৫,১৬,৭,গ,১৬,
৮৫,৮৫. বোন  অপেক্ষা  ভাই  কত  গ্রাম  স্বর্ণ  কম  পেল ?,২,২,২,২,ঘ,২,
৮৬,৮৬. বোন  ও  বাবা  মোট  কি  পরিমাণ  স্বর্ণ  পেল ?,৩৩,৩৩,৩৪,৩৪,গ,৩৪,
১,১. × ৬ = কত ?,,,২,২,গ,২,
২,২. × ৯২ = কত ?,৫২,৫৬,৬০,৬৪,ঘ,৬৪,
৩,৩. ‘ এর ’ এর  গাণিতিক  প্রয়োগ  নিচের  কোনটির  অনুরূপ ?,যোগ,বিয়োগ,গুণ,ভাগ,গ,গুণ,
৪,৪. ( ৬ এর ২ ) এর  মান  কোনটি ?,৭,১৪,২২,৪৩,খ,১৪,
৫,৫. ২ × ১ =?,,,,৪,ঘ,৪,
৬,৬. এর ২ = কত ?,,,,,খ,,
৭,৭. × ২ = কত ?,,,,,ক,,
৮,৮. ও এর  গুণফল  কত ?,,,,,ক,,
৯,৯. ২ × = কত ?,,,,,গ,,
১০,১০. এর  ( + ) এর  সরলমান  কত ?,,,,,ক,,
১১,১১. ২  এর  বিপরীত  ভগ্নাংশ  কোনটি ?,,,,,খ,,
১২,১২.  এর  সাথে  এর  বিপরীত  ভগ্নাংশের  গুণফল  কত  হবে ?,,৩,৩,১,ঘ,১,
১৩,১৩. একটি  বর্গক্ষেত্রের  বাহুর  দৈর্ঘ্য   মিটার  হলে  এর  ক্ষেত্রফল  কত  বর্গ  মিটার ?,,,,,খ,,
১৪,১৪. ১ ও ২  ভগ্নাংশদ্বয়ের  ক্ষেত্রে - প্রথমটি  প্রকৃত  ভগ্নাংশ যোগফল ৩,iওii,iiওiii,iওiii,"i, iiওiii",খ,iiওiii,
১৫,১৫. ৩ ও ভগ্নাংশদ্বয়ের - বিয়োগফল  প্রকৃত  ভগ্নাংশ,iওii,iiওiii,iওiii,"i, iiওiii",ঘ,"i, iiওiii",
১৬,১৬. মাঠের  ক্ষেত্রফল  কত  বর্গমিটার ?,৩৮,২৮,৯,৮,ক,৩৮,
১৭,১৭. মাঠের  পরিসীমা  কত  মিটার ?,২৩,২৪,২৫,২৬,ঘ,২৬,
১৮,১৮. কে  ৪  দ্বারা  ভাগ  করলে  ভাগফল  কত  হবে ?,,,১,,খ,,
১৯,১৯. ৩ ÷ = কত ?,৩,৪,৩,৫,ক,৩,
২০,২০. ÷ = কত ?,১৫,২,,,ক,১৫,
২১,২১. ১ ÷ ২ = কত ?,,,,,খ,,
২২,২২. - = কত ?,,,,,গ,,
২৩,২৩. কে ১ দ্বারা  ভাগ  করলে  ভাগফল  নিচের  কোনটি ?,,,,,খ,,
২৪,২৪. ৬ ÷ ৪ = কত ?,,,,,ঘ,,
২৫,"২৫. একর , ২১  একর  জমির  কত  অংশ ?",,,,,গ,,
২৬,২৬. ১ এর ÷ এর  মান  কোনটি ?,১,২,৩,৫,গ,৩,
২৭,২৭. দুইটি  ভগ্নাংশের  গুণফল ৮ । একটি  ভগ্নাংশ ৩ হলে  অপরটি  কত ?,৪,৪,৩,২,ঘ,২,
২৮,২৮. ভাজক ১০ এবং  ভাগফল ৩ হলে  ভাজ্য  কত ?,৩৫,৩৫,৩৫,৩৫,ক,৩৫,
২৯,২৯. একটি  বর্গাকার  ইটের  ক্ষেত্রফল ২৪ বর্গমিটার  এবং  প্রস্থ ৫ মিটার।  ইটের  দৈর্ঘ্য  কত  মিটার ?,৩,৬,৯,১২,গ,৯,
৩০,"৩০. রাকিব  সাহেবের  সম্পত্তির  অংশের  মূল্য  ৬০ , ০০০  টাকা  হলে , মোট  সম্পত্তির  মূল্য  কত  টাকা ?",৩২০০০০,৩৫০০০০,৪২৫০০০,৪৮০০০০,ঘ,৪৮০০০০,
৩১,৩১. ক = এবং খ = ১ হলে-,iওii,iiওiii,iওiii,"i, iiওiii",গ,iওiii,
৩২,৩২. ভাগফল  নিচের  কোনটি ?,,,,,খ,,
৩৩,৩৩. ভাজ্য  কত ?,,১,২,৩,ঘ,৩,
৩৪,৩৪. বাগানটির  দৈর্ঘ্য  কত  মিটার ?,,,,,ক,,
৩৫,৩৫. বাগানটির  পরিসীমা  কত  মিটার ?,২৩,১৩,৩,৩,খ,১৩,
৩৬,"৩৬. একটি  ভগ্নাংশ  অপর  একটি  ভগ্নাংশ  দ্বারা  নিঃশেষে  বিভাজ্য  হলে , প্রথম  ভগ্নাংশটি  দ্বিতীয়  ভগ্নাংশের -",গুণনীয়ক,গুণিতক,ভাজক,ভাগফল,খ,গুণিতক,
৩৭,৩৭.  এর  গুণনীয়ক  নিচের  কোনটি ?,,,,,ঘ,,
৩৮,৩৮. এর  গুণিতক  নিচের  কোনটি ?,১৫,৮,,,গ,,
৩৯,৩৯. এর  গুণনীয়ক  কোনটি ?,,,,,ক,,
৪০,"৪০. , , ভগ্নাংশগুলোর  গুণনীয়ক  কত ?",,,,,ঘ,,
৪১,"৪১. ১ , ৪ , ৩ ভগ্নাংশগুলোর  সাধারণ  গুণনীয়ক  কত ?",,,,,ঘ,,
৪২,"৪২. , ,  ভগ্নাংশত্রয়ের - হরগুলোর  ল . সা . গু . ১৯৫ সবগুলোর  গ . সা . গু . ৪",iওii,iiওiii,iওiii,"i, iiওiii",ঘ,"i, iiওiii",
৪৩,৪৩. উপরের  প্রদত্ত  ভগ্নাংশ  দুইটির  গুণনীয়ক  নিচের  কোনটি ?,,,,,খ,,
৪৪,৪৪. উপরে  প্রদত্ত  ভগ্নাংশ  দুইটির  সাধারণ  গুণিতক  নিচের  কোনটিকঠিন,,,,,খ,,
৪৫,৪৫. ভগ্নাংশগুলোর  একটি  সাধারণ  গুণিতক  কোনটি ?,,,,,ঘ,,
৪৬,৪৬. ভগ্নাংশগুলোর  একটি  সাধারণ  গুণনীয়ক  নিচের  কোনটি ?,,,,,ঘ,,
৪৭,৪৭. ও এর  হরগুলোর  গ . সা . গু . কত ?,৭,১২,১৩,৫২,গ,১৩,
৪৮,৪৮. ও এর  বিপরীত  ভগ্নাংশের  গ . সা . গু . কোনটি ?,,,,,ক,,
৪৯,৪৯. ও এর  গ . সা . গু . কত ?,,,,,ক,,
৫০,"৫০. , , ভগ্নাংশগুলোর  গ . সা . গু . কোনটি ?",,,,,খ,,
৫১,"৫১. ৮, ২ ,  এর  গ . সা . গু . কত ?",,,,,ক,,
৫২,"৫২. কোন  বৃহত্তম  সংখ্যা  দিয়ে  , এবং ২ কে  ভাগ  করলে  প্রত্যেক  ক্ষেত্রে  ভাগফল  পূর্ণসংখ্যা  হবে ?",,,,,ঘ,,
৫৩,"৫৩. , , ভগ্নাংশগুলোর - দুইটি  সাধারণ  গুণনীয়ক  এবং",iওii,iiওiii,iওiii,"i, iiওiii",ক,iওii,
৫৪,৫৪. ৩য়  ভগ্নাংশ ÷  ১ম  ভগ্নাংশ  এর  মান -,৩০,৩২,৩৩,৩৪,ঘ,৩৪,
৫৫,৫৫. ভগ্নাংশগুলোর  লবের  গ . সা . গু . কত ?,৭,৫,৩,১,ঘ,১,
৫৬,"৫৬. কোন  বৃহত্তম  সংখ্যা  দিয়ে  ভগ্নাংশগুলিকে  ভাগ  করলে , প্রত্যেক  ক্ষেত্রে  ভাগফল  পূর্ণসংখ্যা  হবে ?",২৬০,১৬০,,,ঘ,,
৫৭,"৫৭. ৫, , এর  ল . সা . গু . কোনটি ?",,,,,ঘ,,
৫৮,৫৮. এবং   এর  ল . সা . গু . নিচের  কোনটি ?,৫,৬,৭,১৩,খ,৬,
৫৯,"৫৯. নিচের  কোনটি  ক্ষুদ্রতম  সংখ্যা  সংখ্যা  , এবং  দ্বারা  বিভাজ্য ?",,,,,ক,,
৬০,"৬০. ৫ , ১  এর  ল . সা . গু . = কত ?",১৫,১৫,৩,৫,ক,১৫,
৬১,৬১. ৭ এবং ৪ এর  ল . সা . গু . কত ?,,৭,,৫০,ঘ,৫০,
৬২,৬২. কোন  ক্ষুদ্রতম  সংখ্যা ৭ ও ভগ্নাংশ  দ্বারা  বিভাজ্য ?,,,,,গ,,
৬৩,"৬৩. , , এর  ল . সা . গু . নিচের  কোনটি ?",,,,১০৫,গ,,
৬৪,"৬৪. , ,  এর ল.সা.গু. নিচের কোনটি ?",,,,,ক,,
৬৫,"৬৫. , ,  এর  ল . সা . গু .  কোনটি ?",১,১,১,১,ক,১,
৬৬,"৬৬. , ,  ভগ্নাংশগুলোর  হরের  ল . সা . গু . এর  বিপরীত  ভগ্নাংশ  নিচের  কোনটি ?",,১,১৫,,ঘ,,
৬৭,"৬৭. , ও  এর  ল . সা . গু . নিচের  কোনটি ?",,,২,৩,গ,২,
৬৮,"৬৮. , , এর  ল . সা . গু . কোনটি ?",,,,,ঘ,,
৬৯,"৬৯. , , ভগ্নাংশগুলোর  গুণিতক  সমূহের  মধ্যে  সবচেয়ে  ছোট  কোনটি ?",,,,,ক,,
৭০,"৭০. নিচের  কোন  ক্ষুদ্রতম  সংখ্যা ৩ , ৪ , ১ দ্বারা  বিভাজ্য ?",৬৪,৩২,১৬,৮,খ,৩২,
৭১,"৭১. , ও হচ্ছে  তিনটি  ভগ্নাংশ। ভগ্নাংশ  তিনটির  হরের  ল . সা . গু . = ১৫  ভগ্নাংশ  তিনটির  লবের  গ . সা . গু . = ২ ভগ্নাংশ  তিনটির  ল . সা . গু . = ৮ নিচের  কোনটি  সঠিক ?",iওii,iiওiii,iওiii,"i, iiওiii",ঘ,"i, iiওiii",
৭২,"৭২. , ,  ভগ্নাংশগুলোর - যোগফল  সমহর  রূপ  , , ল . সা . গু  নিচের  কোনটি  সঠিক ?",iওii,iiওiii,iওiii,"i, iiওiii",ঘ,"i, iiওiii",
২,"২ , ৫ , ৩ , ৩ ৭৩. প্রদত্ত  ভগ্নাংশগুলির  ল . সা . গু . কত ?",,,,,ক,,
৭৪,৭৪. প্রদত্ত  ভগ্নাংশগুলির  গ . সা . গু . কত ?,,,,,ঘ,,
৭৫,৭৫. BODMAS শব্দে  S  দ্বারা  কি  বুঝানো  হয়েছে ?,গুণ,ভাগ,বিয়োগ,যোগ,গ,বিয়োগ,
৭৬,৭৬.  এর  ÷  এর  মান  কত ?,১,,,,ক,১,
৭৭,৭৭. বন্ধনীর  আগে  কোন  চিহ্ন  না  থাকলে  সেখানে  কী  ধরে  নিতে  হয় ?,যোগ,বিয়োগ,ভাগ,এর,ঘ,এর,
৭৮,৭৮. এর  ( + ) এর  সরল  মান  কত ?,,৫,,,গ,,
৭৯,৭৯. ÷ × × ১ = কত ?,,,,,ঘ,,
৮০,৮০. সরল  অঙ্কে  সর্বপ্রথম  কিসের  কাজ  করতে  হয় ?,বন্ধনী,এর,ভাগ,গুণ,ক,বন্ধনী,
৮১,৮১. ১ এর ÷ ৭ এর  মান  নিচের  কোনটি ?,,,,,ক,,
৮২,৮২. ৩ ÷ ( এর  ) = কত ?,১,,,,ক,১,
৮৩,"৮৩. = হলে , ক = কত ?",৮,৩২,৬৪,৭২,গ,৬৪,
৮৪,৮৪. কোন  সংখ্যার  অংশ ?,৮,৪,২,,খ,৪,
৮৫,৮৫. ১  বর্গ  একক  ক্ষেত্রফল  বিশিষ্ট  বর্গক্ষেত্রকে  দৈর্ঘ্য  এবং  প্র স্থ  বিশিষ্ট  কয়টি  আয়তক্ষেত্রে  বিভক্ত  করা  যাবে ?,৩টি,২টি,টি,৬টি,ঘ,৬টি,
৮৬,৮৬. দুইটি  ভগ্নাংশের  গুণফল  । একটি  ভগ্নাংশ   হলে  অপরটি  কত ?,,,,,ক,,
৮৭,৮৭. একটি  মগের  অংশ  পানি  দ্বারা  পূর্ণ  আছে।  কত  অংশ  খালি  আছে ?,,,,,ঘ,,
৮৮,৮৮. ৩ এর ÷,২,৩,৪,৫,ঘ,৫,
৮৯,৮৯. ৭ + ১ - ৩ এর - ভগ্নাংশদ্বয়ের  যোগফল  ৯ সরলীকৃত  মান  ৬ সরলীকৃত  মান  প্রকৃত  ভগ্নাংশ  প্রকাশ  করে নিচের  কোনটি  সঠিক ?,iওii,iiওiii,iওiii,"i, iiওiii",ক,iওii,
৯০,৯০. মিরাজ  তার  জমানো  টাকার  কত  অংশ  দিয়ে  দিল ?,অংশ,অংশ,অংশ,অংশ,ক,অংশ,
৯১,৯১. তার  অবশিষ্ট  টাকা  মোট  জমানো  টাকার  কত  অংশ ?,অংশ,অংশ,অংশ,অংশ,ক,অংশ,
৯২,৯২. তার  মোট  জমানো  টাকার  পরিমাণ  কত ?,৩০০০০টাকা,৪০০০০টাকা,৫০০০০টাকা,৬০০০০টাকা,ঘ,৬০০০০টাকা,
৯৩,৯৩. এর  সাথে  এর  বিপরীত  ভগ্নাংশের  গুণফল  কত ?,,১,,,খ,১,
৯৪,৯৪. একটি  আয়তাকার  পাতের  ক্ষেত্রফল ১৮ বর্গ  মি . এবং  প্রস্থ ৩ মিটার।  পাতটির  দৈর্ঘ্য  কত  মিটার ?,৪,৬,৮,১০,খ,৬,
৯৫,"৯৫. ২ , ১ , ২ ভগ্নাংশগুলোর  সাধারণ  গুণনীয়ক  কত ?",,,,,ঘ,,
৯৬,"৯৬. কোন  বৃহত্তম  সংখ্যা  দিয়ে  , এবং ১ কে  ভাগ  করলে  প্রত্যেক  ক্ষেত্রে  ভাগফল  পূর্ণসংখ্যা  হবে ?",,,,,ঘ,,
৯৭,"৯৭. , , ভগ্নাংশগুলোর  গুণিতকগুলোর  মধ্যে  সবচেয়ে  ছোট  কোনটি ?",,,,,খ,,
৯৮,৯৮. ১ এর ÷ এর  মান  নিচের  কোনটি ?,১,২,৩,৫,গ,৩,
৯৯,৯৯. ৫১০  মিটার  লম্বা  ফিতাকে ৫ মিটার  পরিমাপের  কতগুলো  টুকরা  করলে  ফিতাটি  কত  টুকরা  হবে ?,২৫০,১৫০,১০০,৭৫,গ,১০০,
১০০,১০০. ১ এর ১ ÷ = কত ?,,,,,খ,,
১০১,"১০১. , , ভগ্নাংশত্রয়ের - হরগুলোর  ল . সা . গু . ৬০ লবগুলোর  গ . সা . গু . ৩",iওii,iওiii,iiওiii,"i, iiওiii",গ,iiওiii,
১০২,১০২. ২ এর ÷ ১ সরলীকরণের - ভগ্নাংশগুলো  প্রকৃত ১ম  অংশের  মান  সরলীকরণের  মান  নিচের  কোনটি  সঠিক ?,iওii,iওiii,iiওiii,"i, iiওiii",গ,iiওiii,
১০৩,"১০৩. , , ভগ্নাংশগুলোর - যোগফল  ৪ সমহর  রূপ  , , ল . সা . গু = ৭ নিচের  কোনটি  সঠিক ?",iওii,iওiii,iiওiii,"i, iiওiii",ঘ,"i, iiওiii",
১০৪,১০৪. আরিফ  সাহেব  তার  সম্পত্তির  কত  অংশ  দান  করলেন ?,অংশ,অংশ,অংশ,অংশ,ঘ,অংশ,
১০৫,১০৫. তার  মোট  সম্পত্তির  মূল্য  কত ?,৪০০০০টাকা,৬০০০০টাকা,৮০০০০টাকা,১০০০০০টাকা,গ,৮০০০০টাকা,
১০৬,১০৬. বাগানটির  দৈর্ঘ্য  কত  মিটার ?,১২,১২,১২,১৩,খ,১২,
১০৭,১০৭. বাগানটির  পরিসীমা  কত  মিটার ?,২২,২৪,৩০,৪৪,ঘ,৪৪,
১,১. ২ . ০৫৬ + ১ . ০২  + ৫ . ৪  এর  মান  নিচের  কোনটি ?,৮.৭৪৬,৮.৬৭৬,৮.৩৭৬,৮.৪৭৬,ঘ,৮.৪৭৬,
২,২. ০ . ১  +  ০ . ০১  +  ০ . ০০১ = কত ?,০.১,০.১০১,০.১১০,০.১১১,ঘ,০.১১১,
৩,৩. ১ . ২  এর  লঘিষ্ঠ  রূপ  কোনটি ?,,,,,ক,,
৪,৪. ০ . ৫ + ০ . ০৫ + ০ . ০০৫ = কত ?,০.৫,০.৫০৫,০.৫৫৫,০.৫৫০,গ,০.৫৫৫,
৫,৫. ২ . ৭  ও  ৩ . ৬  সংখ্যা  দুটির  যোগফল  কোনটি ?,৪.২,৬.৩,৭.৩,৮.৫,খ,৬.৩,
৬,৬. ৬ . ০০১ + ৫ . ০১ + ২ . ৭  এর  মান  নিচের  কোনটি ?,১৩.৭১,১৩.৭১১,১৩.৭২,১৩.৯,খ,১৩.৭১১,
৭,৭. ১৬ . ৭৪৫  দশমিক  ভগ্নাংশে  সহস্রাংশে  কোন  অঙ্কটি  বিদ্যমান ?,১,৪,৫,৭,গ,৫,
৮,"৮. ০ . ০৫ , ০ . ০১  ও  ০ . ০০৪  এর  যোগফল  কত ?",০.০৬৪,০.০৪৬,০.৬০৪,০.০০৬৪,ক,০.০৬৪,
৯,৯. ০ . ০২ + ২ + ০ . ০০১ = কত ?,২.২১,২.০২১,০.২২১,০.০২১,খ,২.০২১,
১০,১০. ০ . ২৫ + ০ . ৫৫ = কত ?,,১,২,,ঘ,,
১১,১১. দশমিক  ভগ্নাংশের  ক্ষেত্রে - ০ . ৭  ও  ০ . ৬  এর  যোগফল  ১ . ৩  এর  সমান ২ . ৫৭  ও  ৩ . ২  এর  যোগফলে  দশমিক  বিন্দুর  পর  মাত্র  একটি  অঙ্ক  আছে ৫ . ২৩৭  এর  সহস্রাংশের  স্থানে  ৭  আছে নিচের  কোনটি  সঠিক ?,iওii,iওiii,iiওiii,"i, iiওiii",খ,iওiii,
১২,১২. ২য়  ও  ৩য়  জনের  টাকার  সমষ্টি  নিচের  কোনটি ?,১৫.৩৫,২১.০০,৫১.৩৫,৩৫.১৫,খ,২১.০০,
১৩,১৩. তিন  জনের  টাকার  সমষ্টি  নিচের  কোনটি ?,১২৪.৫০,১২৪.৮০,১৪০.৮০,১৫০.২৫,ঘ,১৫০.২৫,
১৪,১৪. লাঠিটির  লাল  ও  সবুজ  অংশের  মোট  পরিমাণ  কত ?,০.৭৭,০.৯৫,২.৭৫,০.২৭৫,খ,০.৯৫,
১৫,১৫. লাঠির  মোট  কত  অংশ  রং  করা  হলো ?,০.৮৭৫,০.৯৫৭,০.৯৭৫,০.৯৬৫,গ,০.৯৭৫,
১৬,১৬. ১০০  -  ৯৯ . ৯ = কত ?,০.১,০.০১,০.০০১,১,ক,০.১,
১৭,১৭. ১  -  ০ . ০০১ = কত ?,০.০০৯,০.০৯৯,০.৯৯৯,০.০০১,গ,০.৯৯৯,
১৮,১৮. ১২৫  -  ০ . ৫ = কত ?,২৫,১২৫,১২৪.৫,২.৫,গ,১২৪.৫,
১৯,১৯. ১৩ . ০০১  - ১২ . ০১ = কত ?,০.৯,০.০৯,০.৯১,০.৯৯১,ঘ,০.৯৯১,
২০,২০. ৩ . ১৫  - ১ . ৬৭৫৮ = কত ?,১.৪৭৪২,১৪.৭৪২,১৪৭.৪২,১৪৭৪.২,ক,১.৪৭৪২,
২১,২১. ৯০ . ৯৯  থেকে  ১ . ০১০  এর  বিয়োগফল  কত ?,৯৯.৯৮,৮৯.৯৮,৮৯.৮৯,৮.৯৯৮,খ,৮৯.৯৮,
২২,২২. তমা  ৫০  টাকা  থেকে  ছোট  দুই  ভাইকে  একত্রে  ২৮ . ২৫  টাকা  দিলো।  তার  অবশিষ্ট  টাকার  পরিমাণ  কত ?,১৯.২৫,২১.৭৫,২২.২৫,২৫,খ,২১.৭৫,
২৩,২৩. একটি  বাঁশের  ০ . ২৫  অংশ  পানিতে  ও  ০ . ২৮  অংশ  কাদায়  আছে।  বাঁশটির  কত  অংশ  পানির  উপরে  আছে ?,০.৪৩,০.৪৭,০.৫৩,০.৫৭,খ,০.৪৭,
